ENTITY_ID,CALL_ID,VERSION_ID,DATE,CALL_NAME,COMPANY_NAME,CONSUMER_STRENGTH_EXTRACT_FILT_MD,CONSUMER_WEAKNESS_EXTRACT_FILT_MD,CONSUMER_REDUCED_SPENDING_PATTERNS_EXTRACT_FILT_MD,CONSUMER_STRENGTH_EXTRACT_FILT_QA,CONSUMER_WEAKNESS_EXTRACT_FILT_QA,CONSUMER_REDUCED_SPENDING_PATTERNS_EXTRACT_FILT_QA,INCREASED_CONSUMPTION_EXTRACT_FILT_MD,INCREASED_CONSUMPTION_EXTRACT_FILT_QA,REDUCED_CONSUMPTION_EXTRACT_FILT_MD,REDUCED_CONSUMPTION_EXTRACT_FILT_QA
000DS6-E,3046109,7469793,2024-08-14 00:00:00.000,Q4 2024 Earnings Call,"Cisco Systems, Inc.","[
  ""This resulted in double digit product order growth across all geographies and strength in all customer markets despite persistent macro uncertainty."",
  ""Across the breadth of our portfolio and global customer base, our product order results demonstrate strengthening demand as our customers focus on their next top priority, technology investments."",
  ""Our Q4 results reflect solid execution with strong margins and strength in orders as customer buying patterns begin to return to normal."",
  ""Excluding Splunk, product orders were up 6% year-over-year, indicating the period of inventory digestion by our customers is now largely behind us."",
  ""In our customer markets, public sector was up 20%, enterprise was up 13%, and service provider and cloud was up 5%."",
  ""We exited the year with order levels improving as customers largely completed the implementation of record Cisco product shipments.""
]","[
  ""In Service Provider, while our telco and cable customer demand remained muted overall amid continued industry-wide pressure, we saw strength in EMEA, driven by investment in AI operations and autonomous networks by service providers to help them monetize their B2B offerings.""
]","[
  ""In Service Provider, while our telco and cable customer demand remained muted overall amid continued industry-wide pressure, we saw strength in EMEA, driven by investment in AI operations and autonomous networks by service providers to help them monetize their B2B offerings."",
  ""While customers continue to ruthlessly prioritize their investments, our product order results demonstrate that our customers continue to look to Cisco as they focus on their most important technology initiatives.""
]",[],[],[],"[
  ""We saw steady demand as we closed the year, with total product order growth of 14% and growth of 6% excluding Splunk, indicating that the period of inventory digestion by our customers is now largely behind us, as we expected."",
  ""This resulted in double digit product order growth across all geographies and strength in all customer markets despite persistent macro uncertainty."",
  ""Across the breadth of our portfolio and global customer base, our product order results demonstrate strengthening demand as our customers focus on their next top priority, technology investments."",
  ""Our Q4 results reflect solid execution with strong margins and strength in orders as customer buying patterns begin to return to normal."",
  ""Excluding Splunk, product orders were up 6% year-over-year, indicating the period of inventory digestion by our customers is now largely behind us.""
]","[
  ""We had tremendous demand across the portfolio.""
]","[
  ""In Service Provider, while our telco and cable customer demand remained muted overall amid continued industry-wide pressure, we saw strength in EMEA, driven by investment in AI operations and autonomous networks by service providers to help them monetize their B2B offerings.""
]",[]
06LJVN-E,3105989,7572309,2024-10-23 00:00:00.000,Q3 2024 Earnings Call,"Thermo Fisher Scientific, Inc.",[],[],[],"[
  ""So, our momentum with the customer base is quite good, and we're executing well."",
  ""These are really positives in terms of customers applying our technology to make a huge difference on patient lives and the course of treatment."",
  ""It's just – it's amazing how customers, even – obviously, there's a muted environment in total, right?"",
  ""They're delivering nice growth and actually winning some really nice customers, which bodes well for the future.""
]",[],[],[],"[
  ""So, our momentum with the customer base is quite good, and we're executing well."",
  ""They're delivering nice growth and actually winning some really nice customers, which bodes well for the future.""
]",[],"[
  ""A few peers have discussed that they're seeing a pause in instrument spending ahead of the stimulus next year."",
  ""And customers have been adjusting to the IRA, and you see that in a more muted growth environment."",
  ""It's just – it's amazing how customers, even – obviously, there's a muted environment in total, right?""
]"
000BG2-E,3104090,7557669,2024-10-16 00:00:00.000,Q3 2024 Earnings Call,Abbott Laboratories,[],[],[],[],[],[],[],"[
  ""Sales growth has been strong.""
]",[],[]
069J8N-E,3089288,7569919,2024-10-23 00:00:00.000,Q3 2024 Earnings Call,"AT&T, Inc.","[
  ""We're adding customers, increasing profitability, and expect to deliver the best postpaid phone churn in the industry for the 13th time in 15 quarters."",
  ""Despite a 30-day work stoppage in the Southeast portion of our footprint, we've now had more than 200,000 AT&T Fiber net adds for 19 consecutive quarters, which shows the strong underlying customer demand for fiber."",
  ""Consumer Wireline EBITDA grew 8.6% as growth in broadband revenues and ongoing cost transformation continued to improve profitability.""
]",[],[],"[
  ""And I don't expect that is going to change dramatically, and I see consumers using more of our product every month.""
]",[],[],"[
  ""This puts us in a solid position heading into the fourth quarter where we expect seasonally higher phone purchasing activity, upgrades, and promotional cycles."",
  ""Now, let's switch gears to Consumer Wireline where we generated positive total broadband subscriber net adds for the fifth consecutive quarter despite impacts from a one-month work stoppage in the Southeast and from Hurricane Helene."",
  ""Despite a 30-day work stoppage in the Southeast portion of our footprint, we've now had more than 200,000 AT&T Fiber net adds for 19 consecutive quarters, which shows the strong underlying customer demand for fiber."",
  ""Consumer Wireline EBITDA grew 8.6% as growth in broadband revenues and ongoing cost transformation continued to improve profitability."",
  ""Through the third quarter, Consumer Wireline EBITDA grew 10%, and we continue to expect growth in the mid-to-high single-digit range for the full year, including impacts from the recent work stoppage and storms.""
]","[
  ""John, you mentioned in the fourth quarter, we expect seasonally higher phone purchasing activity upgrades and promo cycles."",
  ""And I don't expect that is going to change dramatically, and I see consumers using more of our product every month.""
]",[],"[
  ""And it's not a whole lot different than what we were kind of going through on the consumer side a few years back.""
]"
000DS6-E,3121366,7620782,2024-11-13 00:00:00.000,Q1 2025 Earnings Call,"Cisco Systems, Inc.","[
  ""We expect this momentum to continue, as customers are showing significant interest in our 400-gig and 800-gig switches based on Silicon One."",
  ""We have seen strong initial interest from customers and will continue to strengthen our Collaboration products, increasing AI capabilities."",
  ""As Chuck said, we saw strong order growth across our networking products as customers have worked down inventory and deployed the networking products we shipped them last year.""
]",[],[],"[
  ""But we see customers continue – because if you think about the AI deployment and you think about starting first in the back end of AI, which we've seen.""
]",[],[],"[
  ""Building on the growing demand we saw at the end of fiscal year 2024, product orders grew 20% year-over-year in Q1 and were up 9% organically.""
]",[],[],[]
000TBT-E,3059610,7432604,2024-07-30 00:00:00.000,Q2 2024 Earnings Call,Pfizer Inc.,[],[],[],[],[],[],"[
  ""Litfulo is a product we launched last year, and we are encouraged by strong demand.""
]","[
  ""In the US, total demand is plus 40% growth sequentially quarter-over-quarter."",
  ""Alex, on Nurtec in the US, I think there are a number of things that we've done in the first half of the year to strengthen our demand, so we revamp all of our consumer activation efforts."",
  ""So as we look forward, we continued to see strength in Nurtec demand.""
]",[],"[
  ""So the change year-over-year is predominantly a result of lower adult demand due to shrinkage of the opportunity size in that market.""
]"
000V67-E,3072415,7435730,2024-07-31 00:00:00.000,Q3 2024 Earnings Call,"QUALCOMM, Inc.","[
  ""We expect QCT IoT revenues will increase by low-double digit percentage sequentially, driven by growth across consumer, networking, and industrial.""
]",[],[],"[
  ""IoT, we are guiding low-double digit growth, and we're seeing strength across industrial, edge networking, and consumer.""
]",[],[],"[
  ""We expect QCT IoT revenues will increase by low-double digit percentage sequentially, driven by growth across consumer, networking, and industrial.""
]","[
  ""IoT, we are guiding low-double digit growth, and we're seeing strength across industrial, edge networking, and consumer.""
]",[],[]
0058W5-E,3081681,7488751,2024-08-28 00:00:00.000,Q2 2025 Earnings Call,"Salesforce, Inc.","[
  ""To see these customers have the success, it has been just awesome."",
  ""We're seeing double-digit percentage increase in customer satisfaction and deflection rate compared to older technologies, and in these early weeks of our busiest season."",
  ""In Q2, the number of paid Data Cloud customers grew 130% year-over-year."",
  ""And the number of customers spending more than a $1 million annually have already doubled."",
  ""Data Cloud processed 2.3 quadrillion records with 110% platform consumption growth year-over-year."",
  ""In Q2, our number of paid customers grew 130% year-over-year, and the number of customers spending more than $1 million annually nearly doubled.""
]",[],[],[],[],[],"[
  ""We're seeing double-digit percentage increase in customer satisfaction and deflection rate compared to older technologies, and in these early weeks of our busiest season."",
  ""And the number of customers spending more than a $1 million annually have already doubled."",
  ""Data Cloud processed 2.3 quadrillion records with 110% platform consumption growth year-over-year."",
  ""In Q2, our number of paid customers grew 130% year-over-year, and the number of customers spending more than $1 million annually nearly doubled.""
]","[
  ""Already in just looking at the number of consumers identified just in the trials that we have going on, we have like 100 million identified or more.""
]","[
  ""Customers feel like they have to DIY it.""
]",[]
000T99-E,3092267,7545016,2024-10-08 00:00:00.000,Q3 2024 Earnings Call,"PepsiCo, Inc.",[],[],[],[],"[
  ""So, Ramon, you mentioned in the prepared remarks geopolitical tensions and some weaker consumer across certain markets."",
  ""The consumer is reassessing patterns and with mobility and some of the financial situations."",
  ""We feel good about this year in the sense that even with a very challenging consumer background, we're able to deliver at the high end of our EPS long-term target."",
  ""So, China is a market where consumers are feeling a bit more constrained and we're seeing that in our food business, although, we're gaining share, we're seeing a deceleration from double-digit to single-digit growth."",
  ""Parts of the month, the consumers are gravitating toward lower purchase."",
  ""On the revision from the 4% to low-single digits, combination of recovery of the consumer in the US frankly has been slower than we had anticipated, and then to a lesser degree, the geopolitics have impacted the international.""
]","[
  ""So, Ramon, you mentioned in the prepared remarks geopolitical tensions and some weaker consumer across certain markets."",
  ""Said another way, this is purely about value equations or are you seeing any consumption habits which may feel more structural or secular that are moving away from the business?"",
  ""The consumer is reassessing patterns and with mobility and some of the financial situations."",
  ""We feel good about this year in the sense that even with a very challenging consumer background, we're able to deliver at the high end of our EPS long-term target."",
  ""So, China is a market where consumers are feeling a bit more constrained and we're seeing that in our food business, although, we're gaining share, we're seeing a deceleration from double-digit to single-digit growth."",
  ""Parts of the month, the consumers are gravitating toward lower purchase."",
  ""On the revision from the 4% to low-single digits, combination of recovery of the consumer in the US frankly has been slower than we had anticipated, and then to a lesser degree, the geopolitics have impacted the international.""
]",[],"[
  ""The big opportunity we see and that is very visible in developed markets, but also in some of the developing markets, is consumers are changing their eating habits and they're eating more calories in small portions throughout the day."",
  ""Over time, I think when the consumer gets a little more healthy and the business accelerates, we can put a little more emphasis on managing the margin.""
]",[],"[
  ""And Ramon, I guess, underneath my question is, given that this is sort of in some ways unchartered water in terms of the – what we're dealing with the consumer and finding ways to get them to respond, how is it affecting the way you're thinking about the balance, right, between investment, spending to stimulate demand, returns, and how it affects the bottom line?"",
  ""So, Ramon, you mentioned in the prepared remarks geopolitical tensions and some weaker consumer across certain markets."",
  ""And then, secondly, regarding the positive choice brands, I would have thought that they would be less exposed to value-seeking consumer behavior, because I think they tend to skew more towards higher income, but they've been weak."",
  ""The consumer is reassessing patterns and with mobility and some of the financial situations."",
  ""We feel good about this year in the sense that even with a very challenging consumer background, we're able to deliver at the high end of our EPS long-term target."",
  ""So, China is a market where consumers are feeling a bit more constrained and we're seeing that in our food business, although, we're gaining share, we're seeing a deceleration from double-digit to single-digit growth."",
  ""The other part of the business that with the pandemic, mobility and return to different patterns by consumers that has been impacted is multipacks, and variety packs was a huge driver of business."",
  ""Parts of the month, the consumers are gravitating toward lower purchase."",
  ""And these trends are different in different parts of the world, but clearly the consumer has been moving in some parts of the world towards looking for more permissible snacks or going into more unstructured meals."",
  ""On the short-term and how different segments of the category play out, I think the energy category in the US is clearly being impacted by the traffic in convenience stores, and traffic in convenience stores has gone down."",
  ""I think, it's part of the economic cycle that we're in, and that will reverse itself in the future once consumers feel better."",
  ""On the revision from the 4% to low-single digits, combination of recovery of the consumer in the US frankly has been slower than we had anticipated, and then to a lesser degree, the geopolitics have impacted the international.""
]"
000C7F-E,3065611,7438989,2024-08-01 00:00:00.000,Q3 2024 Earnings Call,"Apple, Inc.","[
  ""Customer satisfaction on the iPhone 15 family continues to be extremely high with 451 Research measuring it at 98% in the US in their latest reports."",
  ""Also, customer satisfaction was recently measured at 97% in the US."",
  ""Apple Watch continues to attract new customers with almost two-thirds of customers purchasing an Apple Watch during the quarter being new to the product, sending the Apple Watch install base to a new all-time high."",
  ""And we see increased customer engagement with our Services offerings.""
]",[],[],"[
  ""We are seeing and we've seen this consistently for many, many quarters now, we see continued growth in the level of engagement that our customers have with our ecosystem.""
]",[],[],"[
  ""Customers are loving the latest M3-powered 13-inch and 15-inch MacBook Air."",
  ""Customer satisfaction on the iPhone 15 family continues to be extremely high with 451 Research measuring it at 98% in the US in their latest reports."",
  ""Customers are loving the latest iPad lineup for its new design and display, unparalleled performance, AI capabilities and much more."",
  ""Also, customer satisfaction was recently measured at 97% in the US."",
  ""Apple Watch continues to attract new customers with almost two-thirds of customers purchasing an Apple Watch during the quarter being new to the product, sending the Apple Watch install base to a new all-time high."",
  ""And the latest reports from 451 Research indicate a customer satisfaction of 97% for Watch in the US."",
  ""And we see increased customer engagement with our Services offerings.""
]","[
  ""We are seeing and we've seen this consistently for many, many quarters now, we see continued growth in the level of engagement that our customers have with our ecosystem.""
]",[],"[
  ""We also seen many other consumer discretionary and luxury brands talk about the China, and I think, Tim, you said, have the weakness of FX related.""
]"
000R3K-E,2860842,7555456,2024-10-15 00:00:00.000,Q3 2024 Earnings Call,Bank of America Corp.,"[
  ""This growth in consumer payments continues into the October."",
  ""This report is not meant to gain say that consumers are worry of the cost of living, worried about higher rates and other matters, but overall, activity is fine, unemployment is low and wage growth is steady, both of which bode well for the consumer overall and for consumer asset quality."",
  ""Our organic growth has been driven by continued focus on customers and client experience throughout all our businesses."",
  ""Consumer leads the way delivering solid organic growth with high-quality accounts and engaged clients."",
  ""Consumer banking continues to lead the company in organic growth and this included another strong quarter of net new checking growth, another strong period of card openings and investment balances for consumer clients which climbed 28% year-over-year to a record $497 billion."",
  ""We produced good results reflecting healthy organic growth and client activity, with increased banking activities of our clients and the impacts of increased market levels together with strong assets under management flows.""
]","[
  ""We've seen consumer losses in a pretty tight range for a few quarters now.""
]",[],"[
  ""Can you just give us an update on how that is progressing and what are you seeing that makes you – because you've got great consumer numbers, you've got great read on your customers."",
  ""As we told you we continue to see good health in asset quality overall and good spending behavior by the consumers, consistent with a solid economy.""
]","[
  ""Wealth is flattening out and consumer is slowing and is in a place now where we think we're pretty close to finding that floor, so deposits in a good place.""
]","[
  ""Wealth is flattening out and consumer is slowing and is in a place now where we think we're pretty close to finding that floor, so deposits in a good place.""
]","[
  ""Those payments were up 4% to 5% year-over-year for the quarter and the total money those consumers moved in the economy."",
  ""This growth in consumer payments continues into the October."",
  ""This activity is consistent with how customers are spending money in the 2016 to 2019 timeframe, when the economy was growing and inflation was under control."",
  ""This report is not meant to gain say that consumers are worry of the cost of living, worried about higher rates and other matters, but overall, activity is fine, unemployment is low and wage growth is steady, both of which bode well for the consumer overall and for consumer asset quality."",
  ""Consumer leads the way delivering solid organic growth with high-quality accounts and engaged clients."",
  ""Our customers and clients continue to want more from us especially when it comes to our digital capabilities, so let's discuss this on slide 4."",
  ""Consumer banking continues to lead the company in organic growth and this included another strong quarter of net new checking growth, another strong period of card openings and investment balances for consumer clients which climbed 28% year-over-year to a record $497 billion."",
  ""We produced good results reflecting healthy organic growth and client activity, with increased banking activities of our clients and the impacts of increased market levels together with strong assets under management flows.""
]","[
  ""Can you just give us an update on how that is progressing and what are you seeing that makes you – because you've got great consumer numbers, you've got great read on your customers."",
  ""We feel good about our deposit makeup, which is driven by core operating activity, the primary household in consumer side, the operating accounts in the businesses and small businesses, and even the wealth management."",
  ""As we told you we continue to see good health in asset quality overall and good spending behavior by the consumers, consistent with a solid economy.""
]","[
  ""They aren't being indolent, they want to grow, they are simply being more careful and worry if final demand will hold."",
  ""Consumer Banking loan growth was driven by credit card, small business and vehicle borrowing, and the overall consumer growth was muted by a decline in mortgage balances as paydowns exceeded originations in a higher-rate environment."",
  ""We've seen consumer losses in a pretty tight range for a few quarters now.""
]","[
  ""You guys had really strong growth in net new checking accounts but consumer deposits still shrinking a little bit."",
  ""What is rate driven is, at the margin, consumer customers that have $300,000, $500,000 have moved – have less in their deposit accounts honestly than pre-pandemic when the aggregate holds up, so think about that."",
  ""Wealth is flattening out and consumer is slowing and is in a place now where we think we're pretty close to finding that floor, so deposits in a good place.""
]"
000P9L-E,2979118,7631695,2024-11-19 00:00:00.000,Q3 2024 Earnings Call,"Lowe's Companies, Inc.","[
  ""Looking ahead, it's unclear when lower rates and improved consumer sentiment will translate into improved home improvement demand."",
  ""One, strong home price appreciation; two, disposable personal income is outpacing inflation; and three, the medium age of homes is the oldest it's been in US history, currently sitting at 41 years old."",
  ""We also saw customers engage in projects to help their lawns recover from a summer of intense heat, which drove strength in outdoor categories like lawn care, landscape products and fall cleanup supplies."",
  ""Another example of consumers responding to innovation is in refrigeration with LG's new Zero Clearance line, which has a hinge system that allows homeowners to install the refrigerator in tight spaces and still fully open both doors with virtually no extra clearance needed."",
  ""Excluding the storm-related lift, sales came in modestly better than expected, driven by continued strength in Pro and online, as well as smaller outdoor projects as customers worked to address the impact of intense summer heat on their outdoor living spaces.""
]","[
  ""While interest rates are beginning to drop, consumers continue to face affordability challenges as both inflation and interest rates are putting pressures on their wallet.""
]","[
  ""While demand for DIY discretionary bigger-ticket projects remained soft, we're tightly managing our operating expenses and continuing to invest in our Total Home strategy."",
  ""While interest rates are beginning to drop, consumers continue to face affordability challenges as both inflation and interest rates are putting pressures on their wallet."",
  ""And while DIY bigger-ticket discretionary demand remains pressured, we saw improved results in outdoor categories."",
  ""We continue to see ongoing pressure in DIY bigger-ticket discretionary projects in categories like flooring, kitchen and bath, and decor."",
  ""While our third quarter results came in ahead of expectations, much of it was driven by hurricane-related sales, while underlying DIY demand remains pressured, especially for discretionary projects.""
]",[],"[
  ""First of all, Bill, you talked about and, Marvin, you talked about as well affordability challenges is something that's pressuring the consumer."",
  ""We look at mortgage rates that continue to remain elevated, consumer sentiment, housing turnover, affordability continue to create pressure here in the near term.""
]","[
  ""First of all, Bill, you talked about and, Marvin, you talked about as well affordability challenges is something that's pressuring the consumer."",
  ""Now, the reality is, is that the macro environment puts a lot of pressure on our DIY business because we kind of skew more to that big ticket DIY discretionary, think of appliances, think of flooring, kitchen and bath, et cetera."",
  ""But certainly continued underlying pressure in big ticket discretionary, so categories like kitchen and bath, flooring and décor."",
  ""We look at mortgage rates that continue to remain elevated, consumer sentiment, housing turnover, affordability continue to create pressure here in the near term.""
]","[
  ""Our results were modestly better than expected, even excluding storm-related activity driven by strong Pro and online sales and smaller-ticket outdoor DIY projects."",
  ""One, strong home price appreciation; two, disposable personal income is outpacing inflation; and three, the medium age of homes is the oldest it's been in US history, currently sitting at 41 years old."",
  ""These drivers will support demand over the long term, which means existing homeowners are likely to continue investing in repairs and upgrades to their homes."",
  ""These factors along with long-term demand drivers like millennial household formation, baby boomers aging in place and continued remote work reinforce our optimism around the medium- to long-term outlook for the home improvement industry."",
  ""We also saw customers engage in projects to help their lawns recover from a summer of intense heat, which drove strength in outdoor categories like lawn care, landscape products and fall cleanup supplies."",
  ""Another example of consumers responding to innovation is in refrigeration with LG's new Zero Clearance line, which has a hinge system that allows homeowners to install the refrigerator in tight spaces and still fully open both doors with virtually no extra clearance needed."",
  ""Excluding the storm-related lift, sales came in modestly better than expected, driven by continued strength in Pro and online, as well as smaller outdoor projects as customers worked to address the impact of intense summer heat on their outdoor living spaces.""
]",[],"[
  ""While demand for DIY discretionary bigger-ticket projects remained soft, we're tightly managing our operating expenses and continuing to invest in our Total Home strategy."",
  ""While interest rates are beginning to drop, consumers continue to face affordability challenges as both inflation and interest rates are putting pressures on their wallet."",
  ""And while DIY bigger-ticket discretionary demand remains pressured, we saw improved results in outdoor categories."",
  ""We continue to see ongoing pressure in DIY bigger-ticket discretionary projects in categories like flooring, kitchen and bath, and decor."",
  ""Comparable transactions declined 1.3% as continued softness in DIY discretionary projects was partly offset by growth in Pro transactions."",
  ""While our third quarter results came in ahead of expectations, much of it was driven by hurricane-related sales, while underlying DIY demand remains pressured, especially for discretionary projects.""
]","[
  ""First of all, Bill, you talked about and, Marvin, you talked about as well affordability challenges is something that's pressuring the consumer."",
  ""When you think of – as you commented, sustained pressure on DIY and especially DIY discretionary, as you think about – we don't know what's going to happen the tariffs, but we do know what's going to happen with tariffs that there's going to be some incremental cost and certainly on your direct sourced business."",
  ""Now, the reality is, is that the macro environment puts a lot of pressure on our DIY business because we kind of skew more to that big ticket DIY discretionary, think of appliances, think of flooring, kitchen and bath, et cetera."",
  ""But certainly continued underlying pressure in big ticket discretionary, so categories like kitchen and bath, flooring and décor."",
  ""We look at mortgage rates that continue to remain elevated, consumer sentiment, housing turnover, affordability continue to create pressure here in the near term.""
]"
00C5YS-E,3114497,7668539,2024-12-19 00:00:00.000,Q1 2025 Earnings Call,Accenture Plc,[],[],"[
  ""We do not currently see an improvement in overall spending by our clients, particularly on smaller deals.""
]",[],[],"[
  ""You're in a constrained – as we said, the clients have constrained spending, particularly on small deals and so you'd expect it to be constrained.""
]",[],"[
  ""And so we feel good about our demand environment.""
]","[
  ""We do not currently see an improvement in overall spending by our clients, particularly on smaller deals.""
]","[
  ""This is the strategy that we've been outlining for the last few quarters where last year, when we saw the constrained spending, particularly on the smaller deals, we pivoted to really focusing on getting – winning more reinvention partners of choice, so increasing the number of our deals that were over $100 million in a quarter."",
  ""You're in a constrained – as we said, the clients have constrained spending, particularly on small deals and so you'd expect it to be constrained.""
]"
000BK7-E,3114329,7585482,2024-10-29 00:00:00.000,Q3 2024 Earnings Call,"Advanced Micro Devices, Inc.","[
  ""EPYC instance adoption with enterprise customers also grew in the quarter, highlighted by wins with Adobe, Boeing, Micron, Nestlé, Slack, Synopsys, Tata and others."",
  ""We are building strong momentum with large enterprise customers, highlighted in the third quarter by wins with large technology, energy, financial services and automotive companies in the quarter, including Airbus, Daimler Truck, FedEx, HSBC, Siemens, Walgreens and others."",
  ""Customer feedback has been very positive as the ZT acquisition enabled hyperscale customers to rapidly deploy AMD AI infrastructure at scale and provides OEMs and ODMs with optimized board and module designs for a wide range of differentiated enterprise solutions."",
  ""Client segment revenue was $1.9 billion, up 29% year-over-year and 26% sequentially, driven primarily by strong demand for our Zen 5 AMD Ryzen processors.""
]","[
  ""Gaming segment revenue was $462 million, down 69% year-over-year and 29% sequentially, primarily due to a decrease in semi customer revenue.""
]","[
  ""Gaming segment revenue was $462 million, down 69% year-over-year and 29% sequentially, primarily due to a decrease in semi customer revenue.""
]","[
  ""So, Data Center GPU was very strong in the third quarter, and we raised overall guidance for the year from exceeding $4.5 billion to exceeding $5 billion based on the completion of some of those customer milestones."",
  ""Again, that was part of the reason for the higher revenue in the third quarter around our Instinct business, just both customer demand as well as supply chain improvement."",
  ""So, I think we have gained a lot of confidence over the last couple of quarters, just seeing how the customers have ramped."",
  ""At the same time, we are also seeing our Client business expansion nicely.""
]","[
  ""You guys keep outperforming, but there's just general concerns of consumer weakness."",
  ""Client business today is more focused on consumer side, which tend to be below corporate average.""
]","[
  ""You guys keep outperforming, but there's just general concerns of consumer weakness."",
  ""Client business today is more focused on consumer side, which tend to be below corporate average.""
]","[
  ""Client segment revenue was $1.9 billion, up 29% year-over-year and 26% sequentially, driven primarily by strong demand for our Zen 5 AMD Ryzen processors."",
  ""Revenue increased 8% sequentially as demand improved in several end markets.""
]","[
  ""So, it was up – or the Client was up 26% sequentially."",
  ""And then to your overall question about 2025 at a high level, look, we feel very good about the market from everything that we see, talking to customers."",
  ""So, I think we have gained a lot of confidence over the last couple of quarters, just seeing how the customers have ramped."",
  ""At the same time, we are also seeing our Client business expansion nicely.""
]",[],"[
  ""You guys keep outperforming, but there's just general concerns of consumer weakness."",
  ""Client business today is more focused on consumer side, which tend to be below corporate average.""
]"
002Q0G-E,3069792,7441438,2024-08-02 00:00:00.000,Q2 2024 Earnings Call,Exxon Mobil Corp.,[],[],[],[],[],[],[],"[
  ""We see the demand basically returning to the kind of growth that we've seen prior to the pandemic."",
  ""So, demand continues to be fairly healthy from an oil standpoint.""
]",[],[]
0077YX-E,3063918,7435589,2024-07-31 00:00:00.000,Q2 2024 Earnings Call,"Meta Platforms, Inc.",[],[],[],[],[],[],"[
  ""Quest 3 sales are also outpacing our expectations, and I think that's because it is not just the best MR headset for the price, but it's the best headset on the market.""
]","[
  ""We're continuing to see healthy global advertising demand, and we're also delivering ongoing ad performance improvements just related to all of the investments that we've continued to make over time and improving these sort of ads targeting ranking, delivery, all of the fundamental infrastructure there."",
  ""That's been boosted mainly by young adults, and you we also see that they are active users of Marketplace, which has benefited from product improvements and strong demand for secondhand products in the US."",
  ""Shops ads revenue is growing at a strong year-over-year pace.""
]",[],[]
00C5YS-E,3067960,7534435,2024-09-26 00:00:00.000,Q4 2024 Earnings Call,Accenture Plc,[],[],[],[],[],"[
  ""Very helpful commentary on the client outlook on limited discretionary spend.""
]",[],"[
  ""In FY 2024, you spent, as you noted, $6.6 billion which was up about 160% year-over-year.""
]",[],"[
  ""So does that imply that you are not building much of a discretionary spending recovery into this initial FY 2025 guide?"",
  ""Very helpful commentary on the client outlook on limited discretionary spend."",
  ""And so on the bottom end of the range, what we would see, like the most likely reason to be there is if there was a deterioration in the discretionary spend environment, right?"",
  ""If you look at consumer goods where a lot of the consumer goods companies are not able to get pricing, they've got to get That's really what's driving it, so that's why we're not having a bunch of discussions about, like, I can't wait to unlock that spending.""
]"
000SY8-E,3094674,7504697,2024-09-09 00:00:00.000,Q1 2025 Earnings Call,Oracle Corp.,"[
  ""OCI consumption revenue was up 56% as demand continued to outstrip supply."",
  ""Further, our cloud RPO grew more than 80% and now represents nearly three-fourths of total RPO, and approximately 38% of total RPO is expected to be recognized as revenue over the next 12 months, which reflects the growing trend of customers wanting larger and longer contracts as they see firsthand how Oracle Cloud services are benefiting their businesses.""
]",[],[],[],[],[],"[
  ""OCI consumption revenue was up 56% as demand continued to outstrip supply.""
]","[
  ""So, we have enormous demand, that is absolutely true, and I will say that demand is still outstripping supply."",
  ""However, there are – because demand is so large, we do have to get in different places, as I told you, I don't know, a couple quarters ago, we made the decision instead of picking up small pieces to actually wait in some cases to pick up larger locations, and that is really playing out very, very well for us.""
]",[],[]
